program,rewrite_id,dataset,variant,run,relation,rel_runtime_ms,rel_load_ms,rel_save_ms,rel_num_tuples,rel_source
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,20,T2,6201.285,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,20,edge,,3676.427,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,20,result_bounded_negation,6567.914,,659.221,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,21,T1,4473.111,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,21,T2,6228.316,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,21,edge,,3631.107,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,21,result_bounded_negation,6481.354,,637.443,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,22,T1,4656.711,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,22,T2,6269.599,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,22,edge,,4093.704,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,22,result_bounded_negation,6549.34,,634.22,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,23,T1,4477.329,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,23,T2,6293.124,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,23,edge,,3652.937,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,23,result_bounded_negation,6503.51,,642.945,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,24,T1,4380.725,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,24,T2,6222.337,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,24,edge,,3701.59,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,24,result_bounded_negation,6490.149,,641.747,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,25,T1,4514.48,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,25,T2,6310.491,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,25,edge,,3959.375,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,25,result_bounded_negation,6536.881,,683.248,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,26,T1,4424.92,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,26,T2,6378.022,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,26,edge,,3625.769,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,26,result_bounded_negation,6598.868,,659.243,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,27,T1,4446.872,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,27,T2,6201.804,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,27,edge,,3690.084,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,27,result_bounded_negation,6497.225,,686.966,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,28,T1,4497.179,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,28,T2,6243.798,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,28,edge,,3796.298,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,28,result_bounded_negation,6470.287,,690.62,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,29,T1,4461.563,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,29,T2,6319.611,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,29,edge,,3705.658,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,29,result_bounded_negation,6546.341,,635.207,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,3,T1,4473.846,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,3,T2,6339.915,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,3,edge,,3705.388,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,3,result_bounded_negation,6575.309,,643.629,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,30,T1,4517.168,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,30,T2,6303.625,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,30,edge,,3718.296,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,30,result_bounded_negation,6606.568,,660.395,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,4,T1,4479.551,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,4,T2,6277.359,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,4,edge,,3651.822,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,4,result_bounded_negation,6523.731,,676.547,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,5,T1,4438.768,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,5,T2,6203.779,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,5,edge,,3681.953,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,5,result_bounded_negation,6511.897,,646.307,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,6,T1,4409.939,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,6,T2,6312.837,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,6,edge,,3623.595,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,6,result_bounded_negation,6565.13,,636.311,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,7,T1,4472.623,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,7,T2,6208.303,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,7,edge,,3580.683,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,7,result_bounded_negation,6521.38,,631.101,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,8,T1,4462.081,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,8,T2,6323.834,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,8,edge,,3731.109,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,8,result_bounded_negation,6415.419,,660.148,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,9,T1,4384.498,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,9,T2,6023.671,,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,9,edge,,3643.809,,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,5000nodes_0p2density,std,9,result_bounded_negation,6352.461,,634.558,4997474,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,1,T1,0.047,,,31,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,1,T2,0.042,,,36,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,1,edge,,0.237,,50,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,1,result_bounded_negation,0.067,,0.171,23,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,10,T1,0.072,,,31,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,10,T2,0.064,,,36,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,10,edge,,0.308,,50,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,10,result_bounded_negation,0.097,,0.216,23,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,11,T1,0.045,,,31,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,11,T2,0.039,,,36,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,11,edge,,0.26,,50,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,11,result_bounded_negation,0.059,,0.136,23,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,12,T1,0.031,,,31,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,12,T2,0.027,,,36,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,12,edge,,0.151,,50,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,12,result_bounded_negation,0.042,,0.104,23,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,13,T1,0.03,,,31,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,13,T2,0.025,,,36,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,13,edge,,0.145,,50,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,13,result_bounded_negation,0.039,,0.101,23,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,14,T1,0.03,,,31,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,14,T2,0.026,,,36,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,14,edge,,0.136,,50,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,14,result_bounded_negation,0.04,,0.106,23,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,15,T1,0.044,,,31,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,15,T2,0.038,,,36,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,15,edge,,0.223,,50,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,15,result_bounded_negation,0.059,,0.16,23,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,16,T1,0.076,,,31,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,16,T2,0.071,,,36,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,16,edge,,0.308,,50,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,16,result_bounded_negation,0.1,,0.213,23,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,17,T1,0.071,,,31,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,17,T2,0.063,,,36,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,17,edge,,0.31,,50,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,17,result_bounded_negation,0.096,,0.223,23,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,18,T1,0.042,,,31,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,18,T2,0.037,,,36,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,18,edge,,0.191,,50,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,18,result_bounded_negation,0.067,,0.14,23,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,19,T1,0.029,,,31,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,19,T2,0.026,,,36,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,19,edge,,0.142,,50,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,19,result_bounded_negation,0.039,,0.12,23,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,2,T1,0.043,,,31,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,2,T2,0.034,,,36,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,2,edge,,0.18,,50,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,2,result_bounded_negation,0.055,,0.155,23,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,20,T1,0.034,,,31,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,20,T2,0.028,,,36,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,20,edge,,0.156,,50,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,20,result_bounded_negation,0.043,,0.117,23,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,21,T1,0.036,,,31,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,21,T2,0.031,,,36,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,21,edge,,0.164,,50,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,21,result_bounded_negation,0.05,,0.118,23,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,22,T1,0.032,,,31,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,22,T2,0.027,,,36,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,22,edge,,0.153,,50,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,22,result_bounded_negation,0.042,,0.156,23,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,23,T1,0.032,,,31,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,23,T2,0.027,,,36,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,23,edge,,0.148,,50,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,23,result_bounded_negation,0.094,,0.131,23,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,24,T1,0.033,,,31,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,24,T2,0.027,,,36,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,24,edge,,0.144,,50,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,24,result_bounded_negation,0.042,,0.106,23,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,25,T1,0.036,,,31,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,25,T2,0.03,,,36,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,25,edge,,0.182,,50,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,25,result_bounded_negation,0.048,,0.146,23,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,26,T1,0.035,,,31,0_origineel_programma_bounded_negation_voor_herschrijving.dl [6:7-6:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,26,T2,0.03,,,36,0_origineel_programma_bounded_negation_voor_herschrijving.dl [10:7-10:9]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,26,edge,,0.164,,50,0_origineel_programma_bounded_negation_voor_herschrijving.dl [2:7-2:11]
0_origineel_programma_bounded_negation_voor_herschrijving,0,50nodes_0p02density,noopt,26,result_bounded_negation,0.05,,0.13,23,0_origineel_programma_bounded_negation_voor_herschrijving.dl [14:7-14:30]
